locus	Genus	Species
NZ_CP015231	Ruegeria	mobilis
NZ_CP015232	Ruegeria	mobilis
NZ_CP015233	Ruegeria	mobilis
NZ_CP015234	Ruegeria	mobilis
NZ_CP013715	Staphylococcus	equorum
NZ_CP013716	Staphylococcus	equorum
NZ_CP013717	Staphylococcus	equorum
NZ_CP013718	Staphylococcus	equorum
NZ_CP013719	Staphylococcus	equorum
NZ_LT222313	Pseudomonas	cerasi
NZ_LT222314	Pseudomonas	cerasi
NZ_LT222315	Pseudomonas	cerasi
NZ_LT222316	Pseudomonas	cerasi
NZ_LT222317	Pseudomonas	cerasi
NZ_LT222318	Pseudomonas	cerasi
NZ_CP013981	Staphylococcus	equorum
NZ_CP013982	Staphylococcus	equorum
NZ_CP013983	Staphylococcus	equorum
NZ_CP016206	Prevotella	scopos
NC_007608	Shigella	boydii
NZ_CP015365	Acinetobacter	baumannii
NZ_CP015366	Acinetobacter	baumannii
NC_008230	Helicobacter	acinonychis
NC_008382	Rhizobium	leguminosarum
NC_008383	Rhizobium	leguminosarum
NC_008379	Rhizobium	leguminosarum
NC_008381	Rhizobium	leguminosarum
NC_008384	Rhizobium	leguminosarum
NC_008378	Rhizobium	leguminosarum
NZ_LT598658	Legionella	pneumophila
NZ_CP016309	Vibrio	scophthalmi
NZ_CP016310	Vibrio	scophthalmi
NZ_CP016311	Vibrio	scophthalmi
NZ_CP014569	Campylobacter	fetus
NZ_CP014570	Campylobacter	fetus
NZ_CP016208	Streptococcus	sp.
NZ_CP016209	Streptococcus	sp.
NZ_CP015212	Rhodobacter	sphaeroides
NZ_CP015213	Rhodobacter	sphaeroides
NZ_CP015214	Rhodobacter	sphaeroides
NZ_CP015215	Rhodobacter	sphaeroides
NZ_CP015216	Rhodobacter	sphaeroides
NZ_CP016381	Aeromonas	hydrophila
NZ_CP015351	Bacillus	thuringiensis
NZ_CP015352	Bacillus	thuringiensis
NZ_CP015353	Bacillus	thuringiensis
NZ_CP015354	Bacillus	thuringiensis
NZ_CP015355	Bacillus	thuringiensis
NZ_CP015356	Bacillus	thuringiensis
NZ_CP015357	Bacillus	thuringiensis
NZ_CP015358	Bacillus	thuringiensis
NZ_CP015359	Bacillus	thuringiensis
NZ_CP015360	Bacillus	thuringiensis
NZ_CP015361	Bacillus	thuringiensis
NZ_CP009112	Rhodococcus	opacus
NZ_CP009113	Rhodococcus	opacus
NZ_CP015319	Mesorhizobium	amorphae
NZ_CP015320	Mesorhizobium	amorphae
NZ_CP015321	Mesorhizobium	amorphae
NZ_CP015322	Mesorhizobium	amorphae
NZ_CP016336	Corynebacterium	glutamicum
NZ_CP016416	Vibrio	scophthalmi
NZ_CP016417	Vibrio	scophthalmi
NZ_CP016589	Bacillus	thuringiensis
NZ_CP016590	Bacillus	thuringiensis
NZ_CP016593	Ketogulonicigenium	vulgare
NZ_CP016560	Streptomyces	clavuligerus
NC_015407	Mycoplasma	mycoides
NC_015670	Helicobacter	bizzozeronii
NZ_CP007767	Campylobacter	peloridis
NZ_CP007768	Campylobacter	peloridis
NC_014257	Helicobacter	pylori
NC_015710	Simkania	negevensis
NC_014718	Paraburkholderia	rhizoxinica
NC_014723	Paraburkholderia	rhizoxinica
NC_015165	Bacteroides	salanitronis
NC_015168	Bacteroides	salanitronis
NC_015166	Bacteroides	salanitronis
NC_014818	Asticcacaulis	excentricus
NC_014819	Asticcacaulis	excentricus
NC_017558	Ralstonia	solanacearum
NC_017589	Ralstonia	solanacearum
NC_015595	Sphingobium	chlorophenolicum
NC_016113	Streptomyces	cattleya
NC_015582	Novosphingobium	sp.
NC_015579	Novosphingobium	sp.
NC_015583	Novosphingobium	sp.
NC_015314	Pseudonocardia	dioxanivorans
NC_015313	Pseudonocardia	dioxanivorans
NC_017543	Paenibacillus	polymyxa
NC_015693	Runella	slithyformis
NC_015704	Runella	slithyformis
NC_015694	Runella	slithyformis
NC_015705	Runella	slithyformis
NC_015695	Runella	slithyformis
NC_014549	Glutamicibacter	arilaitensis
NC_014548	Glutamicibacter	arilaitensis
NC_014310	Ralstonia	solanacearum
NC_003131	Yersinia	pestis
NC_003132	Yersinia	pestis
NC_003134	Yersinia	pestis
NC_018606	Cardinium	endosymbiont
NC_020960	Chlamydia	trachomatis
NC_020986	Chlamydia	trachomatis
NZ_HG969193	Bartonella	tribocorum
NC_020947	Chlamydia	trachomatis
NC_017669	Halobacillus	halophilus
NC_017670	Halobacillus	halophilus
NC_020988	Chlamydia	trachomatis
NC_020984	Chlamydia	trachomatis
NC_020957	Chlamydia	trachomatis
NC_020551	Chlamydia	trachomatis
NC_020987	Chlamydia	trachomatis
NC_020979	Chlamydia	trachomatis
NC_020961	Chlamydia	trachomatis
NC_006873	Bacteroides	fragilis
NC_020513	Chlamydia	trachomatis
NC_019392	Chlamydia	psittaci
NC_020946	Chlamydia	trachomatis
NC_020963	Chlamydia	trachomatis
NC_020980	Chlamydia	trachomatis
NC_020951	Chlamydia	trachomatis
NC_020952	Chlamydia	trachomatis
NC_020985	Chlamydia	trachomatis
NC_020955	Chlamydia	trachomatis
NC_020981	Chlamydia	trachomatis
NC_020948	Chlamydia	trachomatis
NC_020958	Chlamydia	trachomatis
NC_020989	Chlamydia	trachomatis
NC_020983	Chlamydia	trachomatis
NC_018141	Legionella	pneumophila
NC_020057	Lactobacillus	casei
NC_020956	Chlamydia	trachomatis
NC_020953	Chlamydia	trachomatis
NC_020962	Chlamydia	trachomatis
NC_021976	Acetobacter	pasteurianus
NZ_HF677572	Acetobacter	pasteurianus
NC_021992	Acetobacter	pasteurianus
NC_021977	Acetobacter	pasteurianus
NC_021993	Acetobacter	pasteurianus
NC_021978	Acetobacter	pasteurianus
NC_021979	Acetobacter	pasteurianus
NZ_CP007123	Lactobacillus	paracasei
NZ_CP007124	Lactobacillus	paracasei
NZ_CP007125	Lactobacillus	paracasei
NZ_CP007126	Lactobacillus	paracasei
NC_023011	Haloarcula	hispanica
NC_023012	Haloarcula	hispanica
NC_016585	Azospirillum	lipoferum
NC_016586	Azospirillum	lipoferum
NC_016623	Azospirillum	lipoferum
NC_016587	Azospirillum	lipoferum
NC_016624	Azospirillum	lipoferum
NC_016588	Azospirillum	lipoferum
NZ_CP009619	Vibrio	coralliilyticus
NZ_CP009620	Vibrio	coralliilyticus
NC_020545	Streptomyces	davawensis
NC_020950	Chlamydia	trachomatis
NC_005297	Rhodopseudomonas	palustris
NC_020959	Chlamydia	trachomatis
NC_019012	Fibrella	aestuarina
NZ_LN681226	Legionella	hackeliae
NC_018682	Sinorhizobium	meliloti
NC_018683	Sinorhizobium	meliloti
NC_018701	Sinorhizobium	meliloti
NZ_HG813243	Staphylococcus	epidermidis
NZ_HG813244	Staphylococcus	epidermidis
NZ_HG813245	Staphylococcus	epidermidis
NZ_HG813246	Staphylococcus	epidermidis
NC_014628	Paenibacillus	polymyxa
NZ_HG916853	Rhizobium	favelukesii
NZ_HG916854	Rhizobium	favelukesii
NZ_HG916855	Rhizobium	favelukesii
NZ_LN614828	Legionella	fallonii
NZ_LN614829	Legionella	fallonii
NC_016813	Sinorhizobium	fredii
NC_016836	Sinorhizobium	fredii
NC_016814	Sinorhizobium	fredii
NT_187146	Sinorhizobium	fredii
NT_187147	Sinorhizobium	fredii
NT_187148	Sinorhizobium	fredii
NT_187149	Sinorhizobium	fredii
NT_187150	Sinorhizobium	fredii
NC_016815	Sinorhizobium	fredii
NZ_HG938354	Neorhizobium	galegae
NC_019017	Fibrisoma	limi
NC_019015	Fibrisoma	limi
NC_019016	Fibrisoma	limi
NC_005871	Photobacterium	profundum
NZ_FO082821	Rhizobium	sp.
NZ_FO082822	Rhizobium	sp.
NC_022536	Rhizobium	sp.
NC_011003	Burkholderia	cenocepacia
NZ_CP009218	Rickettsiales	bacterium
NZ_CP009219	Rickettsiales	bacterium
NC_020949	Chlamydia	trachomatis
NC_019272	Chlamydia	trachomatis
NZ_FO538766	Magnetospira	sp.
NC_021913	Halorhabdus	tiamatea
NC_010160	Bartonella	tribocorum
NZ_HG938356	Neorhizobium	galegae
NZ_HG938357	Neorhizobium	galegae
NC_000914	Sinorhizobium	fredii
NC_012586	Sinorhizobium	fredii
NC_010394	Mycobacterium	abscessus
NC_002127	Escherichia	coli
NC_002252	Buchnera	aphidicola
NC_002253	Buchnera	aphidicola
NC_000958	Deinococcus	radiodurans
NC_000959	Deinococcus	radiodurans
NC_000948	Borrelia	burgdorferi
NC_000949	Borrelia	burgdorferi
NC_000950	Borrelia	burgdorferi
NC_000951	Borrelia	burgdorferi
NC_000952	Borrelia	burgdorferi
NC_000953	Borrelia	burgdorferi
NC_000954	Borrelia	burgdorferi
NC_000955	Borrelia	burgdorferi
NC_000956	Borrelia	burgdorferi
NC_000957	Borrelia	burgdorferi
NC_001849	Borrelia	burgdorferi
NC_001850	Borrelia	burgdorferi
NC_001851	Borrelia	burgdorferi
NC_001852	Borrelia	burgdorferi
NC_001853	Borrelia	burgdorferi
NC_001854	Borrelia	burgdorferi
NC_001855	Borrelia	burgdorferi
NC_001856	Borrelia	burgdorferi
NC_001857	Borrelia	burgdorferi
NC_001903	Borrelia	burgdorferi
NC_001904	Borrelia	burgdorferi
NC_008502	Lactobacillus	paracasei
NC_009496	Clostridium	botulinum
NC_001988	Clostridium	acetobutylicum
NC_009620	Sinorhizobium	medicae
NC_009622	Sinorhizobium	medicae
NC_001880	Aquifex	aeolicus
NC_003064	Agrobacterium	fabrum
NC_003065	Agrobacterium	fabrum
NC_003037	Sinorhizobium	meliloti
NC_003078	Sinorhizobium	meliloti
NC_003384	Salmonella	enterica
NC_003385	Salmonella	enterica
NC_006842	Vibrio	fischeri
NC_011739	Escherichia	coli
NC_011749	Escherichia	coli
NC_012923	Streptococcus	suis
NC_005003	Staphylococcus	epidermidis
NC_005004	Staphylococcus	epidermidis
NC_005005	Staphylococcus	epidermidis
NC_005006	Staphylococcus	epidermidis
NC_005007	Staphylococcus	epidermidis
NC_005008	Staphylococcus	epidermidis
NC_004632	[Pseudomonas	syringae]
NC_004633	[Pseudomonas	syringae]
NC_004703	Bacteroides	thetaiotaomicron
NC_004669	Enterococcus	faecalis
NC_004670	Enterococcus	faecalis
NC_004671	Enterococcus	faecalis
NC_014918	Mesorhizobium	ciceri
NC_003903	Streptomyces	coelicolor
NC_003904	Streptomyces	coelicolor
NC_004851	Shigella	flexneri
NC_016838	Klebsiella	pneumoniae
NC_016839	Klebsiella	pneumoniae
NC_016840	Klebsiella	pneumoniae
NC_016841	Klebsiella	pneumoniae
NC_016846	Klebsiella	pneumoniae
NC_017659	Escherichia	coli
NC_018659	Escherichia	coli
NC_018660	Escherichia	coli
NC_018666	Escherichia	coli
NC_004349	Shewanella	oneidensis
NC_006297	Bacteroides	fragilis
NC_006462	Thermus	thermophilus
NC_006463	Thermus	thermophilus
NC_006529	Lactobacillus	salivarius
NC_006530	Lactobacillus	salivarius
NC_007930	Lactobacillus	salivarius
NC_004721	Bacillus	cereus
NC_004943	Bifidobacterium	longum
NC_004704	Coxiella	burnetii
NC_007607	Shigella	dysenteriae
NC_009344	Shigella	dysenteriae
NC_007641	Rhodospirillum	rubrum
NC_007678	Salinibacter	ruber
NZ_LN554853	Moritella	viscosa
NZ_LN554854	Moritella	viscosa
NG_047246	Plasmid	R
NG_047248	uncultured	bacterium
NG_047285	Plasmid	pJHC-MW1
NG_047326	Plasmid	R46
NG_047353	Plasmid	NR79
NG_047372	Plasmid	pTB913
NG_047388	uncultured	bacterium
NG_047442	Plasmid	RP4
NG_047443	uncultured	bacterium
NG_047463	Salmonella	enterica
NG_047470	uncultured	bacterium
NG_047726	Plasmid	pAZ1
NG_047745	uncultured	bacterium
NG_047795	Plasmid	pAM77
NG_047796	Plasmid	pIP1527
NG_047808	Plasmid	pE5
NG_047838	Plasmid	pGT633
NG_047848	Plasmid	pNG2
NG_047991	Staphylococcus	aureus
NG_047995	uncultured	bacterium
NG_047997	uncultured	bacterium
NG_048036	uncultured	bacterium
NG_048104	uncultured	bacterium
NG_048156	uncultured	bacterium
NG_048162	[Pasteurella]	aerogenes
NG_048196	[Pasteurella]	aerogenes
NG_048309	IncQ	plasmid
NG_048562	Plasmid	pIP630
NG_049352	Plasmid	PDS075
NG_049417	uncultured	bacterium
NG_049683	uncultured	bacterium
NG_050145	Escherichia	coli
NG_050148	Plasmid	pWW100
NG_050212	Escherichia	coli
NG_050218	Escherichia	sp.
NG_050948	Klebsiella	pneumoniae
NG_051170	Klebsiella	pneumoniae
NG_051171	Escherichia	coli
NG_051319	Vibrio	parahaemolyticus
NZ_CP014908	Lactobacillus	lindneri
NZ_CP014909	Lactobacillus	lindneri
NZ_CP014910	Lactobacillus	lindneri
NZ_CP014911	Lactobacillus	lindneri
NZ_CP014937	Pediococcus	claussenii
NZ_CP014938	Pediococcus	claussenii
NZ_CP014939	Pediococcus	claussenii
NZ_CP014934	Pediococcus	claussenii
NZ_CP014935	Pediococcus	claussenii
NZ_CP010885	Vibrio	parahaemolyticus
NZ_CP010886	Vibrio	parahaemolyticus
NZ_CP010887	Vibrio	parahaemolyticus
NZ_CP014913	Lactobacillus	paracollinoides
NZ_CP014914	Lactobacillus	paracollinoides
NZ_CP015530	Rhodococcus	sp.
NZ_CP014916	Lactobacillus	paracollinoides
NZ_CP014917	Lactobacillus	paracollinoides
NZ_CP014918	Lactobacillus	paracollinoides
NZ_CP014919	Lactobacillus	paracollinoides
NZ_CP014920	Lactobacillus	paracollinoides
NZ_CP014921	Lactobacillus	paracollinoides
NZ_CP014922	Lactobacillus	paracollinoides
NZ_CP014923	Lactobacillus	paracollinoides
NZ_CP014925	Lactobacillus	paracollinoides
NZ_CP014926	Lactobacillus	paracollinoides
NZ_CP014927	Lactobacillus	paracollinoides
NZ_CP014928	Lactobacillus	paracollinoides
NZ_CP014929	Lactobacillus	paracollinoides
NZ_CP014930	Lactobacillus	paracollinoides
NZ_CP014931	Lactobacillus	paracollinoides
NZ_CP014932	Lactobacillus	paracollinoides
NZ_CP016834	Xanthomonas	fragariae
NZ_CP016835	Xanthomonas	fragariae
NZ_CP016820	Rhodococcus	sp.
NZ_CP016821	Rhodococcus	sp.
NZ_CP016822	Rhodococcus	sp.
NZ_CP011517	Rickettsia	asemboensis
NZ_CP016785	Bacillus	pumilus
NZ_CP014597	Yangia	sp.
NZ_CP014598	Yangia	sp.
NZ_CP014599	Yangia	sp.
NZ_CP014600	Yangia	sp.
NZ_CP014601	Yangia	sp.
NZ_CP014526	Haematospirillum	jordaniae
NZ_CP014527	Haematospirillum	jordaniae
NZ_CP003562	Flammeovirga	sp.
NZ_CP014514	Frondihabitans	sp.
NZ_CP014515	Frondihabitans	sp.
NZ_CP014516	Frondihabitans	sp.
NZ_CP015439	Anoxybacillus	amylolyticus
NZ_CP015440	Anoxybacillus	amylolyticus
NZ_CP015437	Anoxybacillus	sp.
NZ_CP014964	Geobacter	anodireducens
NZ_CP007513	Bacillus	bombysepticus
NC_016594	Azospirillum	brasilense
NC_016618	Azospirillum	brasilense
NC_016595	Azospirillum	brasilense
NC_016596	Azospirillum	brasilense
NC_016619	Azospirillum	brasilense
NC_016597	Azospirillum	brasilense
NZ_CP014640	Chlamydia	sp.
NZ_CP014519	Sinomonas	atrocyanea
NZ_CP015988	Sphingobium	sp.
NZ_CP015989	Sphingobium	sp.
NZ_CP005085	Sphingobium	sp.
NZ_CP005086	Sphingobium	sp.
NZ_CP005087	Sphingobium	sp.
NZ_CP005088	Sphingobium	sp.
NZ_CP005089	Sphingobium	sp.
NZ_CP005090	Sphingobium	sp.
NZ_CP005091	Sphingobium	sp.
NZ_CP005092	Sphingobium	sp.
NZ_CP005093	Sphingobium	sp.
NZ_CP016283	Cryobacterium	arcticum
NZ_CP016284	Cryobacterium	arcticum
NZ_CP014302	Bosea	sp.
NZ_CP016173	Bordetella	flabilis
NZ_CP015200	Chryseobacterium	sp.
NZ_CP015201	Chryseobacterium	sp.
NZ_CP014807	Rummeliibacillus	stabekisii
NZ_CP012662	Defluviimonas	alba
NZ_CP012663	Defluviimonas	alba
NZ_CP012664	Defluviimonas	alba
NC_022778	Clostridium	tetani
NC_010813	Corynebacterium	aurimucosum
NZ_CP015197	Streptococcus	marmotae
NZ_CP015198	Streptococcus	marmotae
NZ_CP014772	Mucilaginibacter	sp.
NZ_CP011515	Mitsuaria	sp.
NZ_CP015111	Acinetobacter	sp.
NZ_CP015112	Acinetobacter	sp.
NZ_CP007238	Ensifer	adhaerens
NZ_CP007239	Ensifer	adhaerens
NZ_CP015595	Acinetobacter	sp.
NZ_AP017296	Nostoc	sp.
NZ_AP017297	Nostoc	sp.
NZ_CP015006	Aminobacter	aminovorans
NZ_CP015007	Aminobacter	aminovorans
NZ_CP015008	Aminobacter	aminovorans
NZ_CP015009	Aminobacter	aminovorans
NZ_CP015597	Mycobacterium	sp.
NZ_CP012534	Psychrobacter	sp.
NZ_CP012535	Psychrobacter	sp.
NZ_CP012536	Psychrobacter	sp.
NZ_CP012537	Psychrobacter	sp.
NZ_CP012538	Psychrobacter	sp.
NZ_CP012539	Psychrobacter	sp.
NZ_CP012540	Psychrobacter	sp.
NZ_CP010970	Rickettsia	raoultii
NZ_CP010971	Rickettsia	raoultii
NZ_CP010972	Rickettsia	raoultii
NZ_CP012530	Psychrobacter	sp.
NZ_CP012531	Psychrobacter	sp.
NZ_CP012532	Psychrobacter	sp.
NZ_CP011274	Planctomyces	sp.
NZ_CP011275	Planctomyces	sp.
NZ_CP011276	Planctomyces	sp.
NZ_CP011277	Planctomyces	sp.
NZ_LN997849	Magnetospirillum	sp.
NZ_CP016831	Xanthomonas	fragariae
NZ_CP016832	Xanthomonas	fragariae
NC_013505	Lactobacillus	johnsonii
NC_012552	Lactobacillus	johnsonii
NC_019953	Desulfovibrio	hydrothermalis
NC_016108	Methylomicrobium	alcaliphilum
NC_018751	Flavobacterium	branchiophilum
NZ_CP011111	Pseudomonas	chlororaphis
NC_018653	Clostridium	botulinum
NC_007504	Xanthomonas	campestris
NC_007505	Xanthomonas	campestris
NC_007506	Xanthomonas	campestris
NC_007507	Xanthomonas	campestris
NC_011603	Escherichia	coli
NC_011602	Escherichia	coli
NC_022539	Xanthomonas	fuscans
NC_022540	Xanthomonas	fuscans
NC_022542	Xanthomonas	fuscans
NZ_CP016599	Leuconostoc	lactis
NZ_CP016600	Leuconostoc	lactis
NZ_CP016601	Leuconostoc	lactis
NZ_LT599050	Lactococcus	lactis
NZ_LT599051	Lactococcus	lactis
NZ_LT599052	Lactococcus	lactis
NZ_LT599053	Lactococcus	lactis
NZ_HG917973	Mycobacterium	marinum
NZ_CP013750	Lactobacillus	plantarum
NZ_CP013751	Lactobacillus	plantarum
NZ_CP013752	Lactobacillus	plantarum
NZ_LN774770	Lactococcus	piscium
NZ_LN774771	Lactococcus	piscium
NC_020921	Erwinia	amylovora
NC_006823	Aromatoleum	aromaticum
NC_006824	Aromatoleum	aromaticum
NZ_LN554848	Aliivibrio	wodanis
NZ_LN554849	Aliivibrio	wodanis
NZ_LN554850	Aliivibrio	wodanis
NZ_LN554851	Aliivibrio	wodanis
NZ_CP013754	Lactobacillus	plantarum
NZ_CP013755	Lactobacillus	plantarum
NZ_CP013756	Lactobacillus	plantarum
NZ_CP016641	Mycobacterium	sp.
NZ_CP016642	Mycobacterium	sp.
NZ_CP016643	Mycobacterium	sp.
NC_011311	Aliivibrio	salmonicida
NC_011314	Aliivibrio	salmonicida
NC_011315	Aliivibrio	salmonicida
NC_011316	Aliivibrio	salmonicida
NZ_CP016441	Bordetella	pseudohinzii
NC_019677	Nostoc	sp.
NC_019685	Nostoc	sp.
NC_019727	Calothrix	sp.
NC_019728	Calothrix	sp.
NC_019752	Calothrix	sp.
NZ_CP016558	Vibrio	coralliilyticus
NZ_CP015640	Pseudomonas	fluorescens
NZ_CP016905	Ralstonia	solanacearum
NZ_CP015993	Pseudomonas	sp.
NZ_CP016938	Yersinia	enterocolitica
NZ_CP015203	Rhodococcus	sp.
NZ_CP015204	Rhodococcus	sp.
NZ_CP015205	Rhodococcus	sp.
NZ_CP016453	Sphingobium	sp.
NZ_CP016454	Sphingobium	sp.
NZ_CP016455	Sphingobium	sp.
NZ_CP016457	Sphingobium	sp.
NZ_CP016451	Sinorhizobium	sp.
NZ_CP016452	Sinorhizobium	sp.
NZ_CP016500	Agrobacterium	sp.
NZ_CP016458	Blastomonas	sp.
NZ_CP016459	Blastomonas	sp.
NZ_CP016461	Blastomonas	sp.
NZ_CP016462	Blastomonas	sp.
NZ_CP016463	Bosea	sp.
NC_006578	[Bacillus	thuringiensis]
NC_002128	Escherichia	coli
NC_008791	Yersinia	enterocolitica
NC_009007	Rhodobacter	sphaeroides
NC_007488	Rhodobacter	sphaeroides
NC_007489	Rhodobacter	sphaeroides
NC_007490	Rhodobacter	sphaeroides
NC_009008	Rhodobacter	sphaeroides
NC_009621	Sinorhizobium	medicae
NC_014107	Enterobacter	cloacae
NC_014108	Enterobacter	cloacae
NC_016847	Klebsiella	pneumoniae
NC_018830	Bordetella	parapertussis
NC_005863	Desulfovibrio	vulgaris
NC_006377	Lactobacillus	plantarum
NC_006375	Lactobacillus	plantarum
NC_006376	Lactobacillus	plantarum
NZ_CP008811	Campylobacter	fetus
NZ_CP008812	Campylobacter	fetus
NZ_CP014624	Lactobacillus	backii
NZ_CP014625	Lactobacillus	backii
NZ_CP014626	Lactobacillus	backii
NZ_CP014627	Lactobacillus	backii
NZ_CP014628	Lactobacillus	backii
NZ_CP014629	Lactobacillus	backii
NZ_CP014630	Lactobacillus	backii
NZ_CP014631	Lactobacillus	backii
NZ_CP014632	Lactobacillus	backii
NZ_CP014633	Lactobacillus	backii
NZ_CP009044	Campylobacter	iguaniorum
NZ_CP008809	Campylobacter	fetus
NZ_CP016631	Lactobacillus	plantarum
NZ_CP016630	Lactobacillus	johnsonii
NG_047245	Plasmid	pWP113a
NG_047432	Plasmid	pFA6
NG_047597	Plasmid	R387
NG_049126	Pseudomonas	aeruginosa
NG_049266	Salmonella	enterica
NG_050281	Klebsiella	pneumoniae
NG_051167	Klebsiella	pneumoniae
NZ_CP017030	Campylobacter	jejuni
NZ_CP017043	Selenomonas	sp.
NZ_CP017041	Propionibacterium	sp.
NZ_CP017081	Bacillus	muralis
NZ_CP009849	Vibrio	parahaemolyticus
NZ_CP007006	Vibrio	parahaemolyticus
NZ_CP009216	Corynebacterium	ureicelerivorans
NZ_CP014169	Sphingomonas	panacis
NZ_CP013454	Burkholderia	vietnamiensis
NZ_CP013462	Burkholderia	ubonensis
NZ_CP013415	Burkholderia	ubonensis
NZ_CP013436	Burkholderia	latens
NZ_CP013379	Burkholderia	pseudomultivorans
NZ_CP013412	Burkholderia	thailandensis
NZ_CP013369	Burkholderia	ubonensis
NZ_CP017021	Xanthomonas	citri
NZ_CP017022	Xanthomonas	citri
NZ_CP017023	Xanthomonas	citri
NZ_CP012494	Escherichia	coli
NZ_CP012495	Escherichia	coli
NZ_CP012496	Escherichia	coli
NZ_CP017026	Campylobacter	coli
NZ_CP017027	Campylobacter	coli
NZ_CP017028	Campylobacter	coli
NZ_CP017108	Lactobacillus	salivarius
NZ_CP017109	Lactobacillus	salivarius
NZ_CP017110	Lactobacillus	salivarius
NG_048181	Escherichia	coli
NG_049015	Shigella	sonnei
NG_051436	Klebsiella	pneumoniae
NG_051437	Corynebacterium	striatum
NG_051497	Escherichia	coli
NC_030902	Gordonia	phage
NC_030907	Gordonia	phage
NC_030939	Gordonia	phage
NZ_CP016421	Chlamydia	trachomatis
NC_030916	Tsukamurella	phage
NC_030935	Gordonia	phage
NZ_CP016423	Chlamydia	trachomatis
NZ_CP016425	Chlamydia	trachomatis
NZ_CP016427	Chlamydia	trachomatis
NZ_CP014308	Burkholderia	sp.
NZ_CP014309	Burkholderia	sp.
NZ_CP014310	Burkholderia	sp.
NZ_CP014311	Burkholderia	sp.
NZ_CP014312	Burkholderia	sp.
NC_013964	Haloferax	volcanii
NC_013965	Haloferax	volcanii
NC_013966	Haloferax	volcanii
NC_013968	Haloferax	volcanii
NC_013923	Natrialba	magadii
NC_013924	Natrialba	magadii
NC_013925	Natrialba	magadii
NZ_CP017254	Clostridium	taeniosporum
NZ_CP017255	Clostridium	taeniosporum
NZ_CP017256	Clostridium	taeniosporum
NZ_CP007000	Campylobacter	fetus
NZ_CP007001	Campylobacter	fetus
NZ_CP007002	Campylobacter	fetus
NZ_CP017148	Bosea	vaviloviae
NZ_CP012180	Pseudomonas	syringae
NZ_CP011973	Pseudomonas	syringae
NZ_CP017076	Novosphingobium	resinovorum
NZ_CP017077	Novosphingobium	resinovorum
NZ_CP017078	Novosphingobium	resinovorum
NZ_CP017079	Novosphingobium	resinovorum
NC_009795	Campylobacter	concisus
NC_009796	Campylobacter	concisus
NZ_CP010428	Allofrancisella	guangzhouensis
NZ_CP015223	Bacillus	subtilis
NZ_CP014874	Lactobacillus	backii
NZ_CP014875	Lactobacillus	backii
NZ_CP014876	Lactobacillus	backii
NZ_CP014877	Lactobacillus	backii
NZ_CP014878	Lactobacillus	backii
NZ_CP014879	Lactobacillus	backii
NZ_CP014880	Lactobacillus	backii
NZ_CP014891	Lactobacillus	backii
NZ_CP014892	Lactobacillus	backii
NZ_CP014893	Lactobacillus	backii
NZ_CP014894	Lactobacillus	backii
NZ_CP014895	Lactobacillus	backii
NZ_CP014896	Lactobacillus	backii
NZ_CP014897	Lactobacillus	backii
NZ_CP014898	Lactobacillus	backii
NZ_AP010873	Candidatus	Ishikawaella
NZ_CP014882	Lactobacillus	backii
NZ_CP014883	Lactobacillus	backii
NZ_CP014884	Lactobacillus	backii
NZ_CP014885	Lactobacillus	backii
NZ_CP014886	Lactobacillus	backii
NZ_CP014887	Lactobacillus	backii
NZ_CP014888	Lactobacillus	backii
NZ_CP014889	Lactobacillus	backii
NZ_CP014900	Lactobacillus	backii
NZ_CP014901	Lactobacillus	backii
NZ_CP014902	Lactobacillus	backii
NZ_CP014903	Lactobacillus	backii
NZ_CP014904	Lactobacillus	backii
NZ_CP014905	Lactobacillus	backii
NZ_CP014906	Lactobacillus	backii
NC_017194	Bacillus	subtilis
NC_021289	Burkholderia	sp.
NC_021295	Burkholderia	sp.
NZ_CP015733	Arthrobacter	sp.
NZ_CP015734	Arthrobacter	sp.
NZ_CP015735	Arthrobacter	sp.
NC_023024	Cronobacter	sakazakii
NC_023025	Cronobacter	sakazakii
NZ_CP013817	Piscirickettsia	salmonis
NZ_CP013818	Piscirickettsia	salmonis
NZ_CP013819	Piscirickettsia	salmonis
NZ_CP013820	Piscirickettsia	salmonis
NZ_CP014530	Enterococcus	faecium
NZ_CP014531	Enterococcus	faecium
NZ_CP014532	Enterococcus	faecium
NZ_CP014533	Enterococcus	faecium
NZ_CP014534	Enterococcus	faecium
NZ_CP014535	Enterococcus	faecium
NZ_CP015221	Rhodococcus	sp.
NZ_CP017280	Enterobacter	ludwigii
NZ_CP017270	Geosporobacter	ferrireducens
NZ_CP015948	Legionella	pneumophila
